date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
06/27/2015,12:00:00,6G,,LARCENY,I,,,NORTHERN,,,,,BANK/FINAN,1,2015-06-27
06/25/2015,07:45:00,4D,,AGG. ASSAULT,I,HANDS,723.0,WESTERN,,,,,ROW/TOWNHO,1,2015-06-25
06/30/2015,23:56:00,3B,5400 YORK RD,ROBBERY - STREET,O,,523.0,NORTHERN,Mid-Govans,-76.60986,39.35615,"(39.3561500000, -76.6098600000)",STREET,1,2015-06-30
06/30/2015,23:55:00,6J,1100 E 25TH ST,LARCENY,O,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59893000000001,39.31751,"(39.3175100000, -76.5989300000)",YARD,1,2015-06-30
06/30/2015,23:30:00,6D,3300 RUECKERT AVE,LARCENY FROM AUTO,O,,426.0,NORTHEASTERN,Waltherson,-76.56035,39.34527,"(39.3452700000, -76.5603500000)",PARKING LO,1,2015-06-30
06/30/2015,23:30:00,6D,2400 LOYOLA NORTHWAY,LARCENY FROM AUTO,O,,533.0,NORTHERN,Greenspring,-76.65853,39.33885,"(39.3388500000, -76.6585300000)",PARKING LO,1,2015-06-30
06/30/2015,23:16:00,4E,1200 N COLLINGTON AVE,COMMON ASSAULT,I,HANDS,331.0,EASTERN,Broadway East,-76.58708,39.30492,"(39.3049200000, -76.5870800000)",APT/CONDO,1,2015-06-30
06/30/2015,23:06:00,4B,4600 LUERSSEN AVE,AGG. ASSAULT,O,KNIFE,426.0,NORTHEASTERN,Waltherson,-76.56249,39.336290000000005,"(39.3362900000, -76.5624900000)",STREET,1,2015-06-30
06/30/2015,23:01:00,7A,5500 Chinquapin Pkwy,AUTO THEFT,O,,414.0,NORTHEASTERN,Woodbourne Heights,-76.59538,39.35603,"(39.3560300000, -76.5953800000)",STREET,1,2015-06-30
06/30/2015,23:00:00,3AK,1000 E BELVEDERE AVE,ROBBERY - STREET,O,KNIFE,523.0,NORTHERN,Cameron Village,-76.59982,39.35991,"(39.3599100000, -76.5998200000)",STREET,1,2015-06-30
06/30/2015,23:00:00,3AK,1000 E BELVEDERE AVE,ROBBERY - STREET,O,KNIFE,523.0,NORTHERN,Cameron Village,-76.59982,39.35991,"(39.3599100000, -76.5998200000)",STREET,1,2015-06-30
06/30/2015,23:00:00,6E,4800 GREENCREST RD,LARCENY,O,,444.0,NORTHEASTERN,Frankford,-76.53794,39.32277,"(39.3227700000, -76.5379400000)",STREET,1,2015-06-30
06/30/2015,22:50:00,3AF,400 S FREMONT AVE,ROBBERY - STREET,O,FIREARM,941.0,SOUTHERN,Ridgely's Delight,-76.62626,39.28425,"(39.2842500000, -76.6262600000)",PARKING LO,1,2015-06-30
06/30/2015,22:32:00,6C,200 W CHASE ST,LARCENY,I,,141.0,CENTRAL,Mid-Town Belvedere,-76.6197,39.3014,"(39.3014000000, -76.6197000000)",DRUG STORE,1,2015-06-30
06/30/2015,22:30:00,4E,400 W LEXINGTON ST,COMMON ASSAULT,I,HANDS,111.0,CENTRAL,Downtown,-76.6101,39.291309999999996,"(39.2913100000, -76.6101000000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,22:30:00,4E,1600 CHURCH ST,COMMON ASSAULT,I,HANDS,911.0,SOUTHERN,Curtis Bay,-76.58718,39.22306,"(39.2230600000, -76.5871800000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,22:30:00,6B,500 S POTOMAC ST,LARCENY,O,,232.0,SOUTHEASTERN,Canton,-76.57439000000001,39.285920000000004,"(39.2859200000, -76.5743900000)",STREET,1,2015-06-30
06/30/2015,22:00:00,3EO,400 W MULBERRY ST,ROBBERY - COMMERCIAL,O,OTHER,111.0,CENTRAL,Downtown,-76.62206,39.29381,"(39.2938100000, -76.6220600000)",GAS STATIO,1,2015-06-30
06/30/2015,21:00:00,4C,2100 N FULTON AVE,AGG. ASSAULT,I,OTHER,731.0,WESTERN,Mondawmin,-76.64669,39.31252,"(39.3125200000, -76.6466900000)",CARRY OUT,1,2015-06-30
06/30/2015,21:00:00,6J,3400 ROLAND AV,LARCENY,O,,531.0,NORTHERN,Hampden,-76.63254,39.32878,"(39.3287800000, -76.6325400000)",YARD,1,2015-06-30
06/30/2015,20:43:00,9S,4600 HOMER AV,SHOOTING,Outside,FIREARM,614.0,NORTHWESTERN,Central Park Heights,-76.66986999999999,39.34176,"(39.3417600000, -76.6698700000)",Street,1,2015-06-30
06/30/2015,20:55:00,4E,3400 ERDMAN AVE,COMMON ASSAULT,I,HANDS,432.0,NORTHEASTERN,Belair-Edison,-76.57113000000001,39.31994,"(39.3199400000, -76.5711300000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,20:45:00,4A,5700 REISTERSTOWN RD,AGG. ASSAULT,O,FIREARM,632.0,NORTHWESTERN,Glen,-76.69346,39.34997,"(39.3499700000, -76.6934600000)",STREET,1,2015-06-30
06/30/2015,20:30:00,6G,3000 REMINGTON AVE,LARCENY,I,,511.0,NORTHERN,Remington,-76.623,39.32325,"(39.3232500000, -76.6230000000)",SCHOOL,1,2015-06-30
06/30/2015,20:10:00,4E,3500 DUDLEY AVE,COMMON ASSAULT,I,HANDS,432.0,NORTHEASTERN,Belair-Edison,-76.56278,39.32178,"(39.3217800000, -76.5627800000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,20:00:00,7A,100 N LUZERNE AVE,AUTO THEFT,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.58055,39.29337,"(39.2933700000, -76.5805500000)",STREET,1,2015-06-30
06/30/2015,19:56:00,4E,1700 SAINT PAUL ST,COMMON ASSAULT,I,HANDS,141.0,CENTRAL,Charles North,-76.61484,39.30903,"(39.3090300000, -76.6148400000)",APT/CONDO,1,2015-06-30
06/30/2015,19:30:00,6G,1600 THAMES ST,LARCENY,I,,213.0,SOUTHEASTERN,Fells Point,-76.59379,39.28155,"(39.2815500000, -76.5937900000)",BAR,1,2015-06-30
06/30/2015,19:30:00,4B,2800 W NORTH AVE,AGG. ASSAULT,O,KNIFE,811.0,SOUTHWESTERN,Walbrook,-76.66428,39.30925,"(39.3092500000, -76.6642800000)",STREET,1,2015-06-30
06/30/2015,19:00:00,5B,1100 GRANBY ST,BURGLARY,I,,211.0,SOUTHEASTERN,Jonestown,-76.6007,39.2891,"(39.2891000000, -76.6007000000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,19:00:00,6J,100 N WOLFE ST,LARCENY,O,,212.0,SOUTHEASTERN,Washington Hill,-76.59051,39.29286,"(39.2928600000, -76.5905100000)",PARK,1,2015-06-30
06/30/2015,19:00:00,6G,4400 LAPLATA AVE,LARCENY,I,,541.0,NORTHERN,Medfield,-76.64565999999999,39.3413,"(39.3413000000, -76.6456600000)",APT/CONDO,1,2015-06-30
06/30/2015,19:00:00,6A,600 GLEN ALLEN DR,LARCENY,O,,822.0,SOUTHWESTERN,Hunting Ridge,-76.69675,39.29343,"(39.2934300000, -76.6967500000)",PARK,1,2015-06-30
06/30/2015,19:00:00,6E,2400 MARYLAND AVE,LARCENY,O,,514.0,NORTHERN,Old Goucher,-76.6183,39.316520000000004,"(39.3165200000, -76.6183000000)",STREET,1,2015-06-30
06/30/2015,18:50:00,6C,0 LIGHT ST,LARCENY,I,,111.0,CENTRAL,Downtown,-76.61372,39.28843,"(39.2884300000, -76.6137200000)",CONVENIENC,1,2015-06-30
06/30/2015,18:30:00,4E,4000 DERBY MANOR DR,COMMON ASSAULT,O,HANDS,533.0,NORTHERN,Greenspring,-76.65861,39.336459999999995,"(39.3364600000, -76.6586100000)",STREET,1,2015-06-30
06/30/2015,18:30:00,7A,2900 SOUTHLAND RD,AUTO THEFT,O,,922.0,SOUTHERN,Cherry Hill,-76.62009,39.25115,"(39.2511500000, -76.6200900000)",STREET,1,2015-06-30
06/30/2015,18:25:00,7A,100 E WELLS ST,AUTO THEFT,O,,943.0,SOUTHERN,Riverside,-76.61182,39.26851,"(39.2685100000, -76.6118200000)",STREET,1,2015-06-30
06/30/2015,18:15:00,7A,900 WATSON ST,AUTO THEFT,O,,211.0,SOUTHEASTERN,Jonestown,-76.6037,39.28968,"(39.2896800000, -76.6037000000)",PARKING LO,1,2015-06-30
06/30/2015,18:00:00,4E,400 E BALTIMORE ST,COMMON ASSAULT,O,HANDS,111.0,CENTRAL,Downtown,-76.61015,39.28976,"(39.2897600000, -76.6101500000)",STREET,1,2015-06-30
06/30/2015,17:55:00,4F,3800 GLENARM AVE,ASSAULT BY THREAT,O,,425.0,NORTHEASTERN,Glenham-Belhar,-76.54547,39.348859999999995,"(39.3488600000, -76.5454700000)",STREET,1,2015-06-30
06/30/2015,17:38:00,4E,1600 E 31ST ST,COMMON ASSAULT,I,HANDS,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59304,39.32609,"(39.3260900000, -76.5930400000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,17:30:00,7A,800 W LANVALE ST,AUTO THEFT,O,,123.0,CENTRAL,Upton,-76.63306,39.29848,"(39.2984800000, -76.6330600000)",STREET,1,2015-06-30
06/30/2015,17:27:00,4F,3800 WINDSOR MILL RD,ASSAULT BY THREAT,I,,812.0,SOUTHWESTERN,Mount Holly,-76.68151999999999,39.313140000000004,"(39.3131400000, -76.6815200000)",APT/CONDO,1,2015-06-30
06/30/2015,17:12:00,5B,2400 MCELDERRY ST,BURGLARY,I,,221.0,SOUTHEASTERN,McElderry Park,-76.58339000000001,39.297670000000004,"(39.2976700000, -76.5833900000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,17:00:00,7A,2200 SULGRAVE AVE,AUTO THEFT,O,,533.0,NORTHERN,Mount Washington,-76.66207,39.36295,"(39.3629500000, -76.6620700000)",STREET,1,2015-06-30
06/30/2015,17:00:00,5A,500 SCOTT ST,BURGLARY,I,,932.0,SOUTHERN,Washington Village/Pigtow,-76.62881999999999,39.28236,"(39.2823600000, -76.6288200000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,16:41:00,9S,3200 BELAIR RD,SHOOTING,Inside,FIREARM,431.0,NORTHEASTERN,Clifton Park,-76.57477,39.32074,"(39.3207400000, -76.5747700000)",Street,1,2015-06-30
06/30/2015,16:04:00,9S,5500 BOWLEYS LA,SHOOTING,Outside,FIREARM,443.0,NORTHEASTERN,Frankford,-76.55171999999999,39.31923,"(39.3192300000, -76.5517200000)",Parking Lo,1,2015-06-30
06/30/2015,16:04:00,9S,5500 BOWLEYS LA,SHOOTING,Outside,FIREARM,443.0,NORTHEASTERN,Frankford,-76.55171999999999,39.31923,"(39.3192300000, -76.5517200000)",Parking Lo,1,2015-06-30
06/30/2015,16:45:00,6G,100 E PRATT ST,LARCENY,I,,112.0,CENTRAL,Inner Harbor,-76.61334000000001,39.286570000000005,"(39.2865700000, -76.6133400000)",OTHER - IN,1,2015-06-30
06/30/2015,16:37:00,3CF,5300 YORK RD,ROBBERY - COMMERCIAL,I,FIREARM,524.0,NORTHERN,Woodbourne-McCabe,-76.60982,39.35431,"(39.3543100000, -76.6098200000)",WHOLESALE/,1,2015-06-30
06/30/2015,16:05:25,2A,5000 MORAVIA RD,RAPE,O,OTHER,443.0,NORTHEASTERN,Frankford,-76.5504,39.32464,"(39.3246400000, -76.5504000000)",PARKING LO,1,2015-06-30
06/30/2015,16:04:00,4A,5500 Bowleys Ln,AGG. ASSAULT,O,FIREARM,443.0,NORTHEASTERN,Frankford,-76.55171999999999,39.31923,"(39.3192300000, -76.5517200000)",STREET,1,2015-06-30
06/30/2015,16:04:00,4A,5500 Bowleys Ln,AGG. ASSAULT,O,FIREARM,443.0,NORTHEASTERN,Frankford,-76.55171999999999,39.31923,"(39.3192300000, -76.5517200000)",STREET,1,2015-06-30
06/30/2015,16:00:00,4B,700 E 34TH ST,AGG. ASSAULT,I,KNIFE,543.0,NORTHERN,Waverly,-76.60594,39.32983,"(39.3298300000, -76.6059400000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,16:00:00,7A,1500 DRUID HILL AVE,AUTO THEFT,O,,123.0,CENTRAL,Upton,-76.63082,39.30387,"(39.3038700000, -76.6308200000)",STREET,1,2015-06-30
06/30/2015,16:00:00,4E,200 W 29TH ST,COMMON ASSAULT,I,HANDS,511.0,NORTHERN,Remington,-76.62141,39.32255,"(39.3225500000, -76.6214100000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,16:00:00,4B,700 E 34TH ST,AGG. ASSAULT,I,KNIFE,543.0,NORTHERN,Waverly,-76.60594,39.32983,"(39.3298300000, -76.6059400000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,15:57:00,6D,5400 LOMBARDY PL,LARCENY FROM AUTO,O,,521.0,NORTHERN,North Roland Park/Poplar,-76.637,39.36255,"(39.3625500000, -76.6370000000)",STREET,1,2015-06-30
06/30/2015,15:56:10,2A,2500 ROBB ST,RAPE,I,OTHER,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.598,39.31855,"(39.3185500000, -76.5980000000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,15:30:00,6D,2000 BURNWOOD RD,LARCENY FROM AUTO,O,,415.0,NORTHEASTERN,Perring Loch,-76.58095,39.3526,"(39.3526000000, -76.5809500000)",ALLEY,1,2015-06-30
06/30/2015,15:20:00,6E,700 N KENWOOD AVE,LARCENY,O,,323.0,EASTERN,Madison-Eastend,-76.57811,39.299170000000004,"(39.2991700000, -76.5781100000)",STREET,1,2015-06-30
06/30/2015,15:20:00,4A,300 E NORTH AVE,AGG. ASSAULT,O,FIREARM,311.0,EASTERN,Greenmount West,-76.61232,39.311209999999996,"(39.3112100000, -76.6123200000)",STREET,1,2015-06-30
06/30/2015,15:20:00,4E,300 E NORTH AVE,COMMON ASSAULT,O,HANDS,311.0,EASTERN,Greenmount West,-76.61232,39.311209999999996,"(39.3112100000, -76.6123200000)",PARKING LO,1,2015-06-30
06/30/2015,15:05:00,5C,200 S MOUNT ST,BURGLARY,I,,935.0,SOUTHERN,New Southwest/Mount Clare,-76.64356,39.285059999999994,"(39.2850600000, -76.6435600000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,15:00:00,6D,2600 ASHLAND AVE,LARCENY FROM AUTO,O,,323.0,EASTERN,Madison-Eastend,-76.58058,39.30106,"(39.3010600000, -76.5805800000)",STREET,1,2015-06-30
06/30/2015,15:00:00,6E,3700 MILFORD AVE,LARCENY,O,,622.0,NORTHWESTERN,Howard Park,-76.69898,39.33469,"(39.3346900000, -76.6989800000)",STREET,1,2015-06-30
06/30/2015,14:49:00,4B,900 S CATON AVE,AGG. ASSAULT,I,KNIFE,832.0,SOUTHWESTERN,Violetville,-76.67137,39.27355,"(39.2735500000, -76.6713700000)",HOSP/NURS.,1,2015-06-30
06/30/2015,14:45:00,6D,AV & E 28TH ST,LARCENY FROM AUTO,I,,513.0,NORTHERN,Better Waverly,-76.60946,39.32215,"(39.3221500000, -76.6094600000)",OTHER - IN,1,2015-06-30
06/30/2015,14:45:00,3CK,300 GRUNDY ST,ROBBERY - COMMERCIAL,I,KNIFE,231.0,SOUTHEASTERN,Highlandtown,-76.5635,39.288509999999995,"(39.2885100000, -76.5635000000)",OTHER - IN,1,2015-06-30
06/30/2015,14:45:00,4E,1900 N BENTALOU ST,COMMON ASSAULT,I,HANDS,731.0,WESTERN,Mondawmin,-76.65416,39.31004,"(39.3100400000, -76.6541600000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,14:30:00,5A,4000 DUVALL AVE,BURGLARY,I,,641.0,NORTHWESTERN,Windsor Hills,-76.68669,39.31848,"(39.3184800000, -76.6866900000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,13:10:00,4C,2400 W GARRISON AVE,AGG. ASSAULT,I,OTHER,532.0,NORTHERN,Cylburn,-76.6603,39.349959999999996,"(39.3499600000, -76.6603000000)",APT/CONDO,1,2015-06-30
06/30/2015,13:00:00,6G,3000 E BIDDLE ST,LARCENY,I,,323.0,EASTERN,Biddle Street,-76.57539,39.305009999999996,"(39.3050100000, -76.5753900000)",OFFICE BUI,1,2015-06-30
06/30/2015,13:00:00,6J,1400 BROENING HWY,LARCENY,O,,233.0,SOUTHEASTERN,Medford,-76.54366999999999,39.27754,"(39.2775400000, -76.5436700000)",YARD,1,2015-06-30
06/30/2015,13:00:00,3CF,3700 EDMONDSON AVE,ROBBERY - COMMERCIAL,I,FIREARM,843.0,SOUTHWESTERN,Allendale,-76.67856,39.29381,"(39.2938100000, -76.6785600000)",BARBER/BEA,1,2015-06-30
06/30/2015,12:30:00,7A,5800 YORK RD,AUTO THEFT,O,,523.0,NORTHERN,Belvedere,-76.6099,39.36034,"(39.3603400000, -76.6099000000)",PARKING LO,1,2015-06-30
06/30/2015,12:00:00,4E,2300 ARGONNE DR,COMMON ASSAULT,I,HANDS,421.0,NORTHEASTERN,Montebello,-76.57608,39.337920000000004,"(39.3379200000, -76.5760800000)",OTHER - IN,1,2015-06-30
06/30/2015,12:00:00,6G,5000 OVERTON ST,LARCENY,I,,833.0,SOUTHWESTERN,Beechfield,-76.69782,39.27794,"(39.2779400000, -76.6978200000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,12:00:00,6F,5000 OVERTON ST,LARCENY,I,,833.0,SOUTHWESTERN,Beechfield,-76.69782,39.27794,"(39.2779400000, -76.6978200000)",ROW/TOWNHO,1,2015-06-30
06/30/2015,12:00:00,7A,5700 CROSS COUNTRY BLVD,AUTO THEFT,O,,533.0,NORTHERN,Mount Washington,-76.6643,39.36242,"(39.3624200000, -76.6643000000)",DRIVEWAY,1,2015-06-30
06/30/2015,11:30:00,6D,5500 O''DONNELL ST,LARCENY FROM AUTO,O,,233.0,SOUTHEASTERN,Medford,-76.54779,39.27878,"(39.2787800000, -76.5477900000)",GAS STATIO,1,2015-06-30
06/30/2015,11:30:00,6D,700 BENSTON PL,LARCENY FROM AUTO,O,,521.0,NORTHERN,North Roland Park/Poplar,-76.63324,39.36269,"(39.3626900000, -76.6332400000)",STREET,1,2015-06-30
