date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
09/30/2016,23:50:00,9S,800 AISQUITH ST,SHOOTING,Outside,FIREARM,312.0,EASTERN,Oldtown,-76.60197,39.299170000000004,"(39.2991700000, -76.6019700000)",Street,1,2016-09-30
09/30/2016,23:52:00,4A,800 AISQUITH ST,AGG. ASSAULT,O,FIREARM,312.0,EASTERN,Oldtown,-76.60193000000001,39.299929999999996,"(39.2999300000, -76.6019300000)",STREET,1,2016-09-30
09/30/2016,23:40:00,4B,1100 CAMBRIA ST,AGG. ASSAULT,I,KNIFE,911.0,SOUTHERN,Curtis Bay,-76.59391,39.233109999999996,"(39.2331100000, -76.5939100000)",ROW/TOWNHO,1,2016-09-30
09/30/2016,23:40:00,4B,1100 CAMBRIA ST,AGG. ASSAULT,I,KNIFE,911.0,SOUTHERN,Curtis Bay,-76.59391,39.233109999999996,"(39.2331100000, -76.5939100000)",ROW/TOWNHO,1,2016-09-30
09/30/2016,23:38:00,4B,800 GLADE CT,AGG. ASSAULT,I,KNIFE,913.0,SOUTHERN,Brooklyn,-76.60044,39.229420000000005,"(39.2294200000, -76.6004400000)",PUBLIC HOU,1,2016-09-30
09/30/2016,23:35:00,4E,5400 REISTERSTOWN RD,COMMON ASSAULT,O,HANDS,623.0,NORTHWESTERN,Woodmere,-76.68919,39.34691,"(39.3469100000, -76.6891900000)",PARKING LO,1,2016-09-30
09/30/2016,23:30:00,6E,2300 HUNTER ST,LARCENY,O,,514.0,NORTHERN,Barclay,-76.61336999999999,39.31604,"(39.3160400000, -76.6133700000)",STREET,1,2016-09-30
09/30/2016,23:20:00,5A,1700 DRUID HILL AVE,BURGLARY,I,,123.0,CENTRAL,Upton,-76.63266999999999,39.30529,"(39.3052900000, -76.6326700000)",ROW/TOWNHO,1,2016-09-30
09/30/2016,23:02:00,4E,7000 FIELDCREST RD,COMMON ASSAULT,I,HANDS,631.0,NORTHWESTERN,Fallstaff,-76.70795,39.36417,"(39.3641700000, -76.7079500000)",OTHER/RESI,1,2016-09-30
09/30/2016,23:00:00,4F,2800 W COLD SPRING LN,ASSAULT BY THREAT,I,,613.0,NORTHWESTERN,Towanda-Grantley,-76.6689,39.33849,"(39.3384900000, -76.6689000000)",ROW/TOWNHO,1,2016-09-30
09/30/2016,23:00:00,3AF,ST & S MONROE ST,ROBBERY - STREET,O,FIREARM,934.0,SOUTHERN,Carrollton Ridge,-76.64671,39.284240000000004,"(39.2842400000, -76.6467100000)",ALLEY,1,2016-09-30
09/30/2016,23:00:00,3AF,ST & S MONROE ST,ROBBERY - STREET,O,FIREARM,934.0,SOUTHERN,Carrollton Ridge,-76.64671,39.284240000000004,"(39.2842400000, -76.6467100000)",ALLEY,1,2016-09-30
09/30/2016,22:36:00,7A,1600 PARK AVE,AUTO THEFT,O,,132.0,CENTRAL,Bolton Hill,-76.62611,39.3088,"(39.3088000000, -76.6261100000)",STREET,1,2016-09-30
09/30/2016,22:30:00,6D,200 ROBERT ST,LARCENY FROM AUTO,I,,132.0,CENTRAL,Bolton Hill,-76.63045,39.30966,"(39.3096600000, -76.6304500000)",POLICE DEP,1,2016-09-30
09/30/2016,22:22:00,6D,1000 MCDONOGH ST,LARCENY FROM AUTO,O,,322.0,EASTERN,Middle East,-76.59354,39.30229,"(39.3022900000, -76.5935400000)",STREET,1,2016-09-30
09/30/2016,22:20:00,4E,4000 6TH ST,COMMON ASSAULT,I,HANDS,913.0,SOUTHERN,Brooklyn,-76.60369,39.231770000000004,"(39.2317700000, -76.6036900000)",ROW/TOWNHO,1,2016-09-30
09/30/2016,22:13:00,4E,2300 ROBB ST,COMMON ASSAULT,I,HANDS,342.0,EASTERN,East Baltimore Midway,-76.60031,39.31624,"(39.3162400000, -76.6003100000)",ROW/TOWNHO,1,2016-09-30
09/30/2016,22:11:00,6D,800 KEY HWY,LARCENY FROM AUTO,O,,942.0,CENTRAL,Federal Hill,-76.60658000000001,39.279959999999996,"(39.2799600000, -76.6065800000)",STREET,1,2016-09-30
09/30/2016,22:00:00,4D,1400 HILTON PKWY,AGG. ASSAULT,O,HANDS,821.0,SOUTHWESTERN,Gwynns Falls/Leakin Park,-76.67375,39.3044,"(39.3044000000, -76.6737500000)",STREET,1,2016-09-30
09/30/2016,22:00:00,4E,1400 HILTON PKWY,COMMON ASSAULT,O,HANDS,821.0,SOUTHWESTERN,Gwynns Falls/Leakin Park,-76.67375,39.3044,"(39.3044000000, -76.6737500000)",STREET,1,2016-09-30
09/30/2016,22:00:00,6D,1700 MADISON AVE,LARCENY FROM AUTO,O,,132.0,CENTRAL,Madison Park,-76.63113,39.30643,"(39.3064300000, -76.6311300000)",STREET,1,2016-09-30
09/30/2016,21:30:00,6E,1200 BRADDISH AVE,LARCENY,O,,814.0,SOUTHWESTERN,Winchester,-76.66091,39.30177,"(39.3017700000, -76.6609100000)",PARKING LO,1,2016-09-30
09/30/2016,21:30:00,6E,4400 BAYONNE AVE,LARCENY,O,,444.0,NORTHEASTERN,Frankford,-76.53953,39.34154,"(39.3415400000, -76.5395300000)",STREET,1,2016-09-30
09/30/2016,21:19:00,6F,0 S EUTAW ST,LARCENY,O,,111.0,CENTRAL,Downtown,-76.62087,39.289159999999995,"(39.2891600000, -76.6208700000)",STREET,1,2016-09-30
09/30/2016,21:15:00,3K,0 N POPPLETON ST,ROBBERY - RESIDENCE,I,,712.0,WESTERN,Poppleton,-76.63215,39.28951,"(39.2895100000, -76.6321500000)",OTHER/RESI,1,2016-09-30
