date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
07/31/2012,23:20:00,1F,2500 FREDERICK AV,HOMICIDE,Outside,FIREARM,842.0,SOUTHWESTERN,Shipley Hill,-76.65616,39.28327,"(39.2832700000, -76.6561600000)",,1,2012-07-31
07/31/2012,23:20:00,9S,2500 FREDERICK AV,SHOOTING,Outside,FIREARM,842.0,SOUTHWESTERN,Shipley Hill,-76.65616,39.28327,"(39.2832700000, -76.6561600000)",,1,2012-07-31
07/31/2012,23:20:00,9S,2500 FREDERICK AV,SHOOTING,Outside,FIREARM,842.0,SOUTHWESTERN,Shipley Hill,-76.65616,39.28327,"(39.2832700000, -76.6561600000)",,1,2012-07-31
07/31/2012,23:55:00,6F,300 E 30TH ST,LARCENY,O,,513.0,NORTHERN,Abell,-76.61270999999999,39.324690000000004,"(39.3246900000, -76.6127100000)",STREET,1,2012-07-31
07/31/2012,23:54:00,5A,600 PAYSON ST,BURGLARY,,,722.0,WESTERN,Midtown-Edmondson,-76.64905,39.29564,"(39.2956400000, -76.6490500000)",,1,2012-07-31
07/31/2012,23:30:00,4E,3700 OAKMONT AV,COMMON ASSAULT,I,HANDS,613.0,NORTHWESTERN,Central Park Heights,-76.6774,39.34278,"(39.3427800000, -76.6774000000)",ROW/TOWNHO,1,2012-07-31
07/31/2012,23:20:00,4A,2500 FREDERICK AV,AGG. ASSAULT,O,FIREARM,842.0,SOUTHWESTERN,Shipley Hill,-76.65642,39.28311,"(39.2831100000, -76.6564200000)",STREET,1,2012-07-31
07/31/2012,23:20:00,4A,2500 FREDERICK AV,AGG. ASSAULT,O,FIREARM,842.0,SOUTHWESTERN,Shipley Hill,-76.65642,39.28311,"(39.2831100000, -76.6564200000)",STREET,1,2012-07-31
07/31/2012,23:15:00,7A,4100 GROVELAND AV,AUTO THEFT,O,,621.0,NORTHWESTERN,West Arlington,-76.68739000000001,39.34073,"(39.3407300000, -76.6873900000)",STREET,1,2012-07-31
07/31/2012,23:00:06,2A,6000 HILLEN RD,RAPE,O,OTHER,415.0,NORTHEASTERN,Loch Raven,-76.57995,39.361509999999996,"(39.3615100000, -76.5799500000)",ALLEY,1,2012-07-31
07/31/2012,23:00:00,7A,5800 RUSHBROOK RD,AUTO THEFT,O,,523.0,NORTHERN,Chinquapin Park,-76.60285999999999,39.36266,"(39.3626600000, -76.6028600000)",STREET,1,2012-07-31
07/31/2012,22:45:00,4E,1700 FLEET ST,COMMON ASSAULT,O,HANDS,213.0,SOUTHEASTERN,Fells Point,-76.59331,39.28459,"(39.2845900000, -76.5933100000)",STREET,1,2012-07-31
07/31/2012,22:45:00,4F,0 PARKIN ST,ASSAULT BY THREAT,I,,931.0,SOUTHERN,Hollins Market,-76.63064,39.2875,"(39.2875000000, -76.6306400000)",ROW/TOWNHO,1,2012-07-31
07/31/2012,22:40:00,4E,1900 HARMAN AV,COMMON ASSAULT,O,HANDS,831.0,SOUTHWESTERN,Morrell Park,-76.65183,39.2666,"(39.2666000000, -76.6518300000)",STREET,1,2012-07-31
07/31/2012,22:40:00,4E,1900 HARMAN AV,COMMON ASSAULT,O,HANDS,831.0,SOUTHWESTERN,Morrell Park,-76.65183,39.2666,"(39.2666000000, -76.6518300000)",STREET,1,2012-07-31
07/31/2012,22:30:00,6D,200 E LOMBARD ST,LARCENY FROM AUTO,I,,111.0,CENTRAL,Downtown,-76.61165,39.28784,"(39.2878400000, -76.6116500000)",PARKING LO,1,2012-07-31
07/31/2012,22:30:00,7A,3700 GELSTON DR,AUTO THEFT,O,,844.0,SOUTHWESTERN,Edgewood,-76.67938000000001,39.295629999999996,"(39.2956300000, -76.6793800000)",STREET,1,2012-07-31
07/31/2012,22:30:00,6D,200 E LOMBARD ST,LARCENY FROM AUTO,I,,111.0,CENTRAL,Downtown,-76.61165,39.28784,"(39.2878400000, -76.6116500000)",GARAGE ON,1,2012-07-31
07/31/2012,22:30:00,7A,3300 CEDARHURST RD,AUTO THEFT,O,,426.0,NORTHEASTERN,Moravia-Walther,-76.56439,39.3404,"(39.3404000000, -76.5643900000)",STREET,1,2012-07-31
07/31/2012,22:20:00,7A,500 LUCIA AV,AUTO THEFT,O,,833.0,SOUTHWESTERN,Yale Heights,-76.69187,39.27572,"(39.2757200000, -76.6918700000)",ALLEY,1,2012-07-31
07/31/2012,22:00:00,6D,200 E LOMBARD ST,LARCENY FROM AUTO,I,,111.0,CENTRAL,Downtown,-76.61165,39.28784,"(39.2878400000, -76.6116500000)",GARAGE ON,1,2012-07-31
07/31/2012,22:00:00,6E,2100 W FRANKLIN ST,LARCENY,O,,722.0,WESTERN,Midtown-Edmondson,-76.65094,39.29371,"(39.2937100000, -76.6509400000)",STREET,1,2012-07-31
07/31/2012,22:00:00,7C,6600 MOONFLOWER CT,AUTO THEFT,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.57066,39.36773,"(39.3677300000, -76.5706600000)",STREET,1,2012-07-31
07/31/2012,22:00:00,6E,200 S CENTRAL AV,LARCENY,O,,212.0,SOUTHEASTERN,Washington Hill,-76.59935,39.288129999999995,"(39.2881300000, -76.5993500000)",STREET,1,2012-07-31
07/31/2012,22:00:00,6D,READ ST & GUILFORD AV,LARCENY FROM AUTO,O,,312.0,CENTRAL,Mount Vernon,-76.61166999999999,39.29981,"(39.2998100000, -76.6116700000)",STREET,1,2012-07-31
07/31/2012,21:54:00,5D,1400 N CAROLINE ST,BURGLARY,I,,343.0,EASTERN,Oliver,-76.59815,39.30642,"(39.3064200000, -76.5981500000)",SCHOOL,1,2012-07-31
07/31/2012,21:50:00,6B,2600 LIBERTY HGTS AV,LARCENY,O,,611.0,NORTHWESTERN,Burleith-Leighton,-76.65839,39.32009,"(39.3200900000, -76.6583900000)",STREET,1,2012-07-31
07/31/2012,21:30:00,6D,200 E LOMBARD ST,LARCENY FROM AUTO,I,,111.0,CENTRAL,Downtown,-76.61165,39.28784,"(39.2878400000, -76.6116500000)",GARAGE ON,1,2012-07-31
07/31/2012,21:30:00,6D,200 E LOMBARD ST,LARCENY FROM AUTO,I,,111.0,CENTRAL,Downtown,-76.61165,39.28784,"(39.2878400000, -76.6116500000)",PARKING LO,1,2012-07-31
07/31/2012,21:30:00,4D,1100 QUANTRIL WAY,AGG. ASSAULT,I,HANDS,433.0,NORTHEASTERN,Armistead Gardens,-76.55099,39.30614,"(39.3061400000, -76.5509900000)",ROW/TOWNHO,1,2012-07-31
07/31/2012,21:10:00,5A,4100 MORRISON CT,BURGLARY,I,,911.0,SOUTHERN,Curtis Bay,-76.58799,39.22822,"(39.2282200000, -76.5879900000)",ROW/TOWNHO,1,2012-07-31
07/31/2012,21:00:00,6D,1300 LEADENHALL ST,LARCENY FROM AUTO,O,,943.0,SOUTHERN,Spring Garden Industrial,-76.61879,39.27451,"(39.2745100000, -76.6187900000)",STREET,1,2012-07-31
07/31/2012,21:00:00,3B,5600 WOODMONT AV,ROBBERY - STREET,O,,414.0,NORTHEASTERN,Woodbourne Heights,-76.59075,39.35689,"(39.3568900000, -76.5907500000)",STREET,1,2012-07-31
07/31/2012,21:00:00,3B,100 E LOMBARD ST,ROBBERY - STREET,,,111.0,CENTRAL,Downtown,-76.61355,39.28778,"(39.2877800000, -76.6135500000)",,1,2012-07-31
07/31/2012,20:55:00,3AO,3900 MAINE AV,ROBBERY - STREET,O,OTHER,621.0,NORTHWESTERN,Central Forest Park,-76.68309,39.32625,"(39.3262500000, -76.6830900000)",STREET,1,2012-07-31
07/31/2012,20:45:00,6D,5600 GREENHILL AV,LARCENY FROM AUTO,O,,444.0,NORTHEASTERN,Frankford,-76.54467,39.33909,"(39.3390900000, -76.5446700000)",STREET,1,2012-07-31
07/31/2012,20:40:00,4E,4000 EASTERN AV,COMMON ASSAULT,O,HANDS,233.0,SOUTHEASTERN,Brewers Hill,-76.56306,39.28676,"(39.2867600000, -76.5630600000)",STREET,1,2012-07-31
07/31/2012,20:30:00,6E,2500 WINCHESTER ST,LARCENY,O,,723.0,WESTERN,Bridgeview/Greenlawn,-76.65863,39.30149,"(39.3014900000, -76.6586300000)",STREET,1,2012-07-31
07/31/2012,20:20:00,6C,2800 GREENMOUNT AV,LARCENY,I,,513.0,NORTHERN,Better Waverly,-76.60941,39.32264,"(39.3226400000, -76.6094100000)",RETAIL/SMA,1,2012-07-31
07/31/2012,20:15:00,6D,200 LLOYD ST,LARCENY FROM AUTO,O,,211.0,SOUTHEASTERN,Little Italy,-76.60068000000001,39.2882,"(39.2882000000, -76.6006800000)",STREET,1,2012-07-31
07/31/2012,20:00:00,4B,900 E PATAPSCO AV,AGG. ASSAULT,I,KNIFE,913.0,SOUTHERN,Brooklyn,-76.59621,39.2344,"(39.2344000000, -76.5962100000)",OTHER - IN,1,2012-07-31
07/31/2012,20:00:00,4B,900 E PATAPSCO AV,AGG. ASSAULT,I,KNIFE,913.0,SOUTHERN,Brooklyn,-76.59621,39.2344,"(39.2344000000, -76.5962100000)",OTHER - IN,1,2012-07-31
07/31/2012,20:00:00,7A,3000 OVERLAND AV,AUTO THEFT,O,,422.0,NORTHEASTERN,Beverly Hills,-76.5726,39.33872,"(39.3387200000, -76.5726000000)",STREET,1,2012-07-31
07/31/2012,20:00:00,6D,2000 LYDONLEA WY,LARCENY FROM AUTO,O,,415.0,NORTHEASTERN,Loch Raven,-76.57670999999999,39.35994,"(39.3599400000, -76.5767100000)",STREET,1,2012-07-31
