date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
02/28/2014,23:30:00,4E,1200 E OLIVER ST,COMMON ASSAULT,I,HANDS,343.0,EASTERN,Oliver,-76.60185,39.307159999999996,"(39.3071600000, -76.6018500000)",ROW/TOWNHO,1,2014-02-28
02/28/2014,23:18:00,4E,400 E BALTIMORE ST,COMMON ASSAULT,O,HANDS,111.0,CENTRAL,Downtown,-76.61015,39.28976,"(39.2897600000, -76.6101500000)",STREET,1,2014-02-28
02/28/2014,23:00:00,6D,2900 TANEY RD,LARCENY FROM AUTO,I,,632.0,NORTHWESTERN,Cheswolde,-76.68522,39.36322,"(39.3632200000, -76.6852200000)",APT/CONDO,1,2014-02-28
02/28/2014,23:00:00,4E,5200 HARFORD RD,COMMON ASSAULT,O,HANDS,421.0,NORTHEASTERN,Lauraville,-76.56371,39.3497,"(39.3497000000, -76.5637100000)",STREET,1,2014-02-28
02/28/2014,22:55:00,3B,900 BELGIAN AV,ROBBERY - STREET,O,,542.0,NORTHERN,Pen Lucy,-76.60324,39.34053,"(39.3405300000, -76.6032400000)",STREET,1,2014-02-28
02/28/2014,22:15:00,4B,1000 ST PAUL ST,AGG. ASSAULT,I,KNIFE,141.0,CENTRAL,Mid-Town Belvedere,-76.61429,39.30166,"(39.3016600000, -76.6142900000)",APT/CONDO,1,2014-02-28
02/28/2014,22:15:00,4D,900 CATOR AV,AGG. ASSAULT,I,HANDS,542.0,NORTHERN,Pen Lucy,-76.60200999999999,39.33932,"(39.3393200000, -76.6020100000)",ROW/TOWNHO,1,2014-02-28
02/28/2014,22:00:00,6D,400 E 22ND ST,LARCENY FROM AUTO,O,,341.0,EASTERN,Barclay,-76.61079000000001,39.314440000000005,"(39.3144400000, -76.6107900000)",STREET,1,2014-02-28
02/28/2014,22:00:00,6D,4100 POTTER ST,LARCENY FROM AUTO,O,,833.0,SOUTHWESTERN,Irvington,-76.68319,39.27816,"(39.2781600000, -76.6831900000)",STREET,1,2014-02-28
02/28/2014,22:00:00,4E,4300 BELAIR RD,COMMON ASSAULT,I,HANDS,442.0,NORTHEASTERN,Belair-Edison,-76.56435,39.329,"(39.3290000000, -76.5643500000)",CARRY OUT,1,2014-02-28
