date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
10/31/2015,23:35:00,6E,N LINWOOD AV,LARCENY,O,,221.0,SOUTHEASTERN,McElderry Park,-76.57639,39.2947,"(39.2947000000, -76.5763900000)",STREET,1,2015-10-31
10/31/2015,23:30:00,7A,1000 N ARLINGTON AVE,AUTO THEFT,O,,743.0,WESTERN,Sandtown-Winchester,-76.63592,39.300959999999996,"(39.3009600000, -76.6359200000)",STREET,1,2015-10-31
10/31/2015,23:21:00,4E,BROADWAY & FLEET ST,COMMON ASSAULT,O,HANDS,213.0,SOUTHEASTERN,Fells Point,-76.59356,39.28455,"(39.2845500000, -76.5935600000)",STREET,1,2015-10-31
10/31/2015,23:00:00,6D,2800 FAIT AVE,LARCENY FROM AUTO,O,,232.0,SOUTHEASTERN,Canton,-76.57659,39.28317,"(39.2831700000, -76.5765900000)",STREET,1,2015-10-31
10/31/2015,23:00:00,4E,1100 S CHARLES ST,COMMON ASSAULT,I,HANDS,942.0,SOUTHERN,Federal Hill,-76.6144,39.27678,"(39.2767800000, -76.6144000000)",BAR,1,2015-10-31
10/31/2015,23:00:00,7A,800 WHITELOCK ST,AUTO THEFT,O,,133.0,CENTRAL,Reservoir Hill,-76.63194,39.31446,"(39.3144600000, -76.6319400000)",STREET,1,2015-10-31
10/31/2015,23:00:00,4E,1100 S CHARLES ST,COMMON ASSAULT,I,HANDS,942.0,SOUTHERN,Federal Hill,-76.6144,39.27678,"(39.2767800000, -76.6144000000)",BAR,1,2015-10-31
10/31/2015,23:00:00,3P,5500 YORK RD,ROBBERY - STREET,I,,523.0,NORTHERN,Mid-Govans,-76.60987,39.35666,"(39.3566600000, -76.6098700000)",CARRY OUT,1,2015-10-31
10/31/2015,22:30:00,7A,3500 FRISBY ST,AUTO THEFT,O,,543.0,NORTHERN,Waverly,-76.6064,39.33076,"(39.3307600000, -76.6064000000)",STREET,1,2015-10-31
10/31/2015,22:30:00,4C,3900 PENNINGTON AVE,AGG. ASSAULT,O,OTHER,911.0,SOUTHERN,Curtis Bay,-76.5889,39.229659999999996,"(39.2296600000, -76.5889000000)",STREET,1,2015-10-31
10/31/2015,22:30:00,6F,5000 E EAGER ST,LARCENY,O,,433.0,NORTHEASTERN,Armistead Gardens,-76.55400999999999,39.30467,"(39.3046700000, -76.5540100000)",PORCH/DECK,1,2015-10-31
10/31/2015,22:20:00,6D,500 N HOWARD ST,LARCENY FROM AUTO,O,,142.0,CENTRAL,Mount Vernon,-76.61976,39.29514,"(39.2951400000, -76.6197600000)",PARKING LO,1,2015-10-31
10/31/2015,22:10:00,4E,2900 W BELVEDERE AVE,COMMON ASSAULT,I,HANDS,614.0,NORTHWESTERN,Central Park Heights,-76.67184,39.35117,"(39.3511700000, -76.6718400000)",RETAIL/SMA,1,2015-10-31
10/31/2015,22:00:00,6E,5400 LOTHIAN RD,LARCENY,O,,523.0,NORTHERN,Mid-Govans,-76.60306,39.355470000000004,"(39.3554700000, -76.6030600000)",STREET,1,2015-10-31
10/31/2015,22:00:00,6E,1500 WINSTON AVE,LARCENY,O,,413.0,NORTHEASTERN,Stonewood-Pentwood-Winsto,-76.58873,39.3497,"(39.3497000000, -76.5887300000)",STREET,1,2015-10-31
10/31/2015,22:00:00,6D,1600 EASTERN AVE,LARCENY FROM AUTO,O,,213.0,SOUTHEASTERN,Fells Point,-76.59513000000001,39.285470000000004,"(39.2854700000, -76.5951300000)",STREET,1,2015-10-31
10/31/2015,21:36:00,6E,1100 COMET ST,LARCENY,O,,211.0,SOUTHEASTERN,Pleasant View Gardens,-76.60249,39.2928,"(39.2928000000, -76.6024900000)",STREET,1,2015-10-31
10/31/2015,21:30:00,4E,4400 MORAVIA RD,COMMON ASSAULT,I,HANDS,443.0,NORTHEASTERN,Frankford,-76.55714,39.32812,"(39.3281200000, -76.5571400000)",APT/CONDO,1,2015-10-31
10/31/2015,21:00:00,7A,2500 CHRISTIAN ST,AUTO THEFT,O,,841.0,SOUTHWESTERN,Millhill,-76.65516,39.27995,"(39.2799500000, -76.6551600000)",STREET,1,2015-10-31
10/31/2015,21:00:00,4E,1500 N PAYSON ST,COMMON ASSAULT,I,HANDS,741.0,WESTERN,Easterwood,-76.64968,39.30553,"(39.3055300000, -76.6496800000)",ROW/TOWNHO,1,2015-10-31
10/31/2015,21:00:00,7A,3100 BRIGHTON ST,AUTO THEFT,O,,813.0,SOUTHWESTERN,Rosemont,-76.6693,39.30516,"(39.3051600000, -76.6693000000)",STREET,1,2015-10-31
10/31/2015,21:00:00,4B,4000 LEWISTON AVE,AGG. ASSAULT,O,KNIFE,623.0,NORTHWESTERN,Woodmere,-76.68633,39.34789,"(39.3478900000, -76.6863300000)",STREET,1,2015-10-31
10/31/2015,20:52:00,3B,1900 PARK AVE,ROBBERY - STREET,O,,133.0,CENTRAL,Reservoir Hill,-76.62809,39.31195,"(39.3119500000, -76.6280900000)",STREET,1,2015-10-31
10/31/2015,20:37:00,4C,700 E PATAPSCO AVE,AGG. ASSAULT,O,OTHER,912.0,SOUTHERN,Fairfield Area,-76.60061,39.235820000000004,"(39.2358200000, -76.6006100000)",STREET,1,2015-10-31
10/31/2015,20:37:00,4C,700 E PATAPSCO AVE,AGG. ASSAULT,O,OTHER,912.0,SOUTHERN,Fairfield Area,-76.60061,39.235820000000004,"(39.2358200000, -76.6006100000)",STREET,1,2015-10-31
10/31/2015,20:30:00,5A,4000 BELWOOD AVE,BURGLARY,I,,426.0,NORTHEASTERN,Waltherson,-76.55464,39.33726,"(39.3372600000, -76.5546400000)",ROW/TOWNHO,1,2015-10-31
10/31/2015,20:30:00,3AK,3300 TOONE ST,ROBBERY - STREET,O,KNIFE,232.0,SOUTHEASTERN,Canton,-76.5692,39.278420000000004,"(39.2784200000, -76.5692000000)",STREET,1,2015-10-31
10/31/2015,20:30:00,4C,700 W PATAPSCO AVE,AGG. ASSAULT,O,OTHER,922.0,SOUTHERN,Cherry Hill,-76.63099,39.24362,"(39.2436200000, -76.6309900000)",STREET,1,2015-10-31
10/31/2015,20:20:00,4E,500 FORT AVE,COMMON ASSAULT,O,HANDS,943.0,SOUTHERN,Riverside,-76.60658000000001,39.27295,"(39.2729500000, -76.6065800000)",STREET,1,2015-10-31
10/31/2015,20:10:00,6B,2600 AILSA AVE,LARCENY,I,,421.0,NORTHEASTERN,Lauraville,-76.57124,39.3497,"(39.3497000000, -76.5712400000)",SCHOOL,1,2015-10-31
10/31/2015,20:03:00,3AO,2000 DRUID HILL AVE,ROBBERY - STREET,O,OTHER,131.0,CENTRAL,Druid Heights,-76.63554,39.3076,"(39.3076000000, -76.6355400000)",STREET,1,2015-10-31
10/31/2015,20:00:00,4C,1100 E NORTHERN PKWY,AGG. ASSAULT,,OTHER,522.0,NORTHERN,Glen Oaks,-76.59561,39.36657,"(39.3665700000, -76.5956100000)",,1,2015-10-31
10/31/2015,20:00:00,4C,1100 E NORTHERN PKWY,AGG. ASSAULT,,OTHER,522.0,NORTHERN,Glen Oaks,-76.59561,39.36657,"(39.3665700000, -76.5956100000)",,1,2015-10-31
