date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
08/30/2012,15:00:00,3P,,ROBBERY - STREET,O,,525.0,NORTHERN,,,,,STREET,1,2012-08-30
08/26/2012,00:00:00,5A,,BURGLARY,I,,511.0,NORTHERN,,,,,ROW/TOWNHO,1,2012-08-26
08/31/2012,23:55:00,6E,1800 GOUGH ST,LARCENY,O,,212.0,SOUTHEASTERN,Upper Fells Point,-76.59144,39.28775,"(39.2877500000, -76.5914400000)",STREET,1,2012-08-31
08/31/2012,23:48:00,3K,600 RADNOR AV,ROBBERY - RESIDENCE,I,,524.0,NORTHERN,Winston-Govans,-76.60661,39.347640000000006,"(39.3476400000, -76.6066100000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,23:46:00,4B,1600 BENHILL AV,AGG. ASSAULT,O,KNIFE,911.0,SOUTHERN,Curtis Bay,-76.58731,39.22047,"(39.2204700000, -76.5873100000)",STREET,1,2012-08-31
08/31/2012,23:30:00,4E,0 S EUTAW ST,COMMON ASSAULT,O,HANDS,111.0,CENTRAL,Downtown,-76.62087,39.28796,"(39.2879600000, -76.6208700000)",STREET,1,2012-08-31
08/31/2012,23:03:00,5C,100 S MADEIRA ST,BURGLARY,I,,212.0,SOUTHEASTERN,Butcher's Hill,-76.58527,39.290240000000004,"(39.2902400000, -76.5852700000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,23:00:00,7A,1700 RAMSAY ST,AUTO THEFT,O,,935.0,SOUTHERN,New Southwest/Mount Clare,-76.64367,39.28325,"(39.2832500000, -76.6436700000)",STREET,1,2012-08-31
08/31/2012,23:00:00,4D,3600 2ND ST,AGG. ASSAULT,I,HANDS,913.0,SOUTHERN,Brooklyn,-76.60893,39.23758,"(39.2375800000, -76.6089300000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,23:00:00,3B,5600 THE ALAMEDA,ROBBERY - STREET,O,,522.0,NORTHERN,Glen Oaks,-76.59446,39.35949,"(39.3594900000, -76.5944600000)",GAS STATIO,1,2012-08-31
08/31/2012,23:00:00,4E,1500 W FAYETTE ST,COMMON ASSAULT,O,HANDS,711.0,WESTERN,Franklin Square,-76.64159000000001,39.289629999999995,"(39.2896300000, -76.6415900000)",STREET,1,2012-08-31
08/31/2012,22:55:00,4E,500 N ROBINSON ST,COMMON ASSAULT,O,HANDS,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57302,39.29723,"(39.2972300000, -76.5730200000)",PORCH/DECK,1,2012-08-31
08/31/2012,22:49:00,4E,100 DIENER PL,COMMON ASSAULT,I,HANDS,843.0,SOUTHWESTERN,Irvington,-76.68807,39.28373,"(39.2837300000, -76.6880700000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,22:45:00,6F,1100 ABBOTT CT,LARCENY,I,,312.0,EASTERN,Oldtown,-76.60259,39.30128,"(39.3012800000, -76.6025900000)",PUBLIC HOU,1,2012-08-31
08/31/2012,22:40:00,7A,3000 MC ELDERRY ST,AUTO THEFT,O,,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57504,39.29804,"(39.2980400000, -76.5750400000)",STREET,1,2012-08-31
08/31/2012,22:40:00,4B,3000 MC ELDERRY ST,AGG. ASSAULT,O,KNIFE,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57504,39.29804,"(39.2980400000, -76.5750400000)",STREET,1,2012-08-31
08/31/2012,22:30:00,6E,5800 EDGEPARK RD,LARCENY,O,,415.0,NORTHEASTERN,Loch Raven,-76.57576999999999,39.358509999999995,"(39.3585100000, -76.5757700000)",STREET,1,2012-08-31
08/31/2012,22:30:00,4D,1900 EDMONDSON AVE,AGG. ASSAULT,O,HANDS,722.0,WESTERN,Midtown-Edmondson,-76.64745,39.29517,"(39.2951700000, -76.6474500000)",STREET,1,2012-08-31
08/31/2012,22:30:00,6D,0 E PRESTON ST,LARCENY FROM AUTO,O,,141.0,CENTRAL,Mid-Town Belvedere,-76.616,39.30448,"(39.3044800000, -76.6160000000)",STREET,1,2012-08-31
08/31/2012,22:30:00,7A,4400 MORAVIA RD,AUTO THEFT,O,,443.0,NORTHEASTERN,Frankford,-76.55684000000001,39.32806,"(39.3280600000, -76.5568400000)",PARKING LO,1,2012-08-31
08/31/2012,22:30:00,4E,1200 BLOOMINGDALE RD,COMMON ASSAULT,I,HANDS,814.0,SOUTHWESTERN,Winchester,-76.66545,39.30162,"(39.3016200000, -76.6654500000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,22:00:00,4E,3800 PULASKI HWY,COMMON ASSAULT,I,HANDS,333.0,EASTERN,Orangeville,-76.56469,39.29678,"(39.2967800000, -76.5646900000)",BAR,1,2012-08-31
08/31/2012,22:00:00,6D,2100 N FULTON AV,LARCENY FROM AUTO,O,,731.0,WESTERN,Mondawmin,-76.64674000000001,39.31321,"(39.3132100000, -76.6467400000)",STREET,1,2012-08-31
08/31/2012,22:00:00,6E,600 YALE AV,LARCENY,O,,833.0,SOUTHWESTERN,Yale Heights,-76.688,39.27556,"(39.2755600000, -76.6880000000)",STREET,1,2012-08-31
08/31/2012,22:00:00,7C,1000 WILMINGTON AVE,AUTO THEFT,O,,832.0,SOUTHWESTERN,Wilhelm Park,-76.66513,39.27375,"(39.2737500000, -76.6651300000)",STREET,1,2012-08-31
08/31/2012,21:30:00,6D,2300 EUTAW PL,LARCENY FROM AUTO,I,,133.0,CENTRAL,Reservoir Hill,-76.63561,39.31216,"(39.3121600000, -76.6356100000)",APT/CONDO,1,2012-08-31
08/31/2012,21:30:00,6D,2800 O DONNELL ST,LARCENY FROM AUTO,O,,232.0,SOUTHEASTERN,Canton,-76.5764,39.28032,"(39.2803200000, -76.5764000000)",STREET,1,2012-08-31
08/31/2012,21:00:00,4C,1100 GREENMOUNT AV,AGG. ASSAULT,,OTHER,311.0,EASTERN,Johnston Square,-76.6077,39.30312,"(39.3031200000, -76.6077000000)",,1,2012-08-31
08/31/2012,21:00:00,6D,3900 WHITE AV,LARCENY FROM AUTO,O,,425.0,NORTHEASTERN,Glenham-Belhar,-76.54652,39.34673,"(39.3467300000, -76.5465200000)",DRIVEWAY,1,2012-08-31
08/31/2012,21:00:00,4C,1100 GREENMOUNT AV,AGG. ASSAULT,I,OTHER,311.0,EASTERN,Johnston Square,-76.6077,39.30312,"(39.3031200000, -76.6077000000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,21:00:00,6D,400 N EXETER ST,LARCENY FROM AUTO,O,,312.0,EASTERN,Penn-Fallsway,-76.60674,39.29482,"(39.2948200000, -76.6067400000)",STREET,1,2012-08-31
08/31/2012,21:00:00,7A,400 N EXETER ST,AUTO THEFT,O,,312.0,EASTERN,Penn-Fallsway,-76.60674,39.29482,"(39.2948200000, -76.6067400000)",STREET,1,2012-08-31
08/31/2012,20:50:00,4E,1300 HERKIMER ST,COMMON ASSAULT,O,HANDS,932.0,SOUTHERN,Washington Village/Pigtow,-76.6378,39.28172,"(39.2817200000, -76.6378000000)",STREET,1,2012-08-31
08/31/2012,20:50:00,4E,1300 HERKIMER ST,COMMON ASSAULT,O,HANDS,932.0,SOUTHERN,Washington Village/Pigtow,-76.6378,39.28172,"(39.2817200000, -76.6378000000)",STREET,1,2012-08-31
08/31/2012,20:40:00,4E,3000 MAYFIELD AV,COMMON ASSAULT,O,HANDS,432.0,NORTHEASTERN,Belair-Edison,-76.57101999999999,39.321059999999996,"(39.3210600000, -76.5710200000)",OTHER - OU,1,2012-08-31
08/31/2012,20:30:00,4C,4000 SPRINGDALE AV,AGG. ASSAULT,O,OTHER,621.0,NORTHWESTERN,Central Forest Park,-76.68744000000001,39.32622,"(39.3262200000, -76.6874400000)",STREET,1,2012-08-31
08/31/2012,20:30:00,6E,4100 E EAGER ST,LARCENY,O,,333.0,EASTERN,Orangeville,-76.56308,39.30312,"(39.3031200000, -76.5630800000)",STREET,1,2012-08-31
08/31/2012,20:30:00,7A,3900 CHATHAM RD,AUTO THEFT,O,,621.0,NORTHWESTERN,Dorchester,-76.68354000000001,39.330420000000004,"(39.3304200000, -76.6835400000)",STREET,1,2012-08-31
08/31/2012,20:20:00,3B,400 N EUTAW ST,ROBBERY - STREET,O,,111.0,CENTRAL,Downtown,-76.62116999999999,39.29395,"(39.2939500000, -76.6211700000)",STREET,1,2012-08-31
08/31/2012,20:00:00,5A,3300 ELMLEY AV,BURGLARY,I,,434.0,NORTHEASTERN,Belair-Edison,-76.57661999999999,39.317009999999996,"(39.3170100000, -76.5766200000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,20:00:00,6D,4900 HAMILTON AV,LARCENY FROM AUTO,O,,444.0,NORTHEASTERN,Frankford,-76.53474,39.33712,"(39.3371200000, -76.5347400000)",DRIVEWAY,1,2012-08-31
08/31/2012,20:00:00,6F,500 N MILTON AV,LARCENY,I,,221.0,SOUTHEASTERN,McElderry Park,-76.58221999999999,39.29687,"(39.2968700000, -76.5822200000)",THEATRE,1,2012-08-31
08/31/2012,20:00:00,7A,5000 RAINTREE WY,AUTO THEFT,I,,442.0,NORTHEASTERN,Parkside,-76.55319,39.32132,"(39.3213200000, -76.5531900000)",PARKING LO,1,2012-08-31
08/31/2012,19:30:00,6J,1500 HOLLINS ST,LARCENY,I,,933.0,SOUTHERN,Union Square,-76.64131,39.287440000000004,"(39.2874400000, -76.6413100000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,19:25:00,6C,2700 PORT COVINGTON DR,LARCENY,I,,943.0,SOUTHERN,Port Covington,-76.6088,39.25945,"(39.2594500000, -76.6088000000)",DEPARTMENT,1,2012-08-31
08/31/2012,16:00:00,6D,600 CATHEDRAL ST,LARCENY FROM AUTO,O,,142.0,CENTRAL,Mount Vernon,-76.61702,39.29698,"(39.2969800000, -76.6170200000)",STREET,1,2012-08-31
08/31/2012,19:12:00,4C,AV & W FOREST PARK AV,AGG. ASSAULT,O,OTHER,641.0,NORTHWESTERN,Concerned Citizens Of For,-76.68711,39.324459999999995,"(39.3244600000, -76.6871100000)",STREET,1,2012-08-31
08/31/2012,19:12:00,7A,AV & W FOREST PARK AV,AUTO THEFT,,,641.0,NORTHWESTERN,Concerned Citizens Of For,-76.68711,39.324459999999995,"(39.3244600000, -76.6871100000)",,1,2012-08-31
08/31/2012,19:01:00,4E,900 N BENTALOU ST,COMMON ASSAULT,I,HANDS,723.0,WESTERN,Bridgeview/Greenlawn,-76.65345,39.29922,"(39.2992200000, -76.6534500000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,19:00:00,5D,1600 RIDGELY ST,BURGLARY,I,,941.0,SOUTHERN,Carroll - Camden Industri,-76.63004000000001,39.27378,"(39.2737800000, -76.6300400000)",OTHER - IN,1,2012-08-31
08/31/2012,19:00:00,6J,3500 CHESTERFIELD AV,LARCENY,I,,432.0,NORTHEASTERN,Belair-Edison,-76.56421,39.32063,"(39.3206300000, -76.5642100000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,19:00:00,5A,2700 E HOFFMAN ST,BURGLARY,I,,332.0,EASTERN,Berea,-76.57966,39.306979999999996,"(39.3069800000, -76.5796600000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,18:30:00,6D,4500 ARABIA AV,LARCENY FROM AUTO,O,,422.0,NORTHEASTERN,Beverly Hills,-76.56905,39.34036,"(39.3403600000, -76.5690500000)",STREET,1,2012-08-31
08/31/2012,18:30:00,5A,1000 STERRETT ST,BURGLARY,I,,932.0,SOUTHERN,Washington Village/Pigtow,-76.6273,39.28048,"(39.2804800000, -76.6273000000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,18:23:00,4E,2400 E MONUMENT ST,COMMON ASSAULT,I,HANDS,221.0,EASTERN,McElderry Park,-76.58279,39.298790000000004,"(39.2987900000, -76.5827900000)",OTHER - IN,1,2012-08-31
08/31/2012,18:15:00,6C,300 LIGHT ST,LARCENY,I,,112.0,CENTRAL,Inner Harbor,-76.6134,39.28544,"(39.2854400000, -76.6134000000)",OTHER - IN,1,2012-08-31
08/31/2012,18:15:00,6G,4400 SHAMROCK AV,LARCENY,I,,442.0,NORTHEASTERN,Parkside,-76.56141,39.32521,"(39.3252100000, -76.5614100000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,18:00:00,6J,5100 PARK HEIGHTS AV,LARCENY,I,,614.0,NORTHWESTERN,Central Park Heights,-76.67491,39.34843,"(39.3484300000, -76.6749100000)",OTHER - IN,1,2012-08-31
08/31/2012,18:00:00,4E,2300 E NORTHERN PW,COMMON ASSAULT,I,HANDS,423.0,NORTHEASTERN,Hamilton Hills,-76.56681999999999,39.368179999999995,"(39.3681800000, -76.5668200000)",OTHER - IN,1,2012-08-31
08/31/2012,18:00:00,6E,5000 BELAIR RD,LARCENY,O,,443.0,NORTHEASTERN,Frankford,-76.55506,39.3357,"(39.3357000000, -76.5550600000)",STREET,1,2012-08-31
08/31/2012,17:49:00,3B,4500 PARK HEIGHTS AV,ROBBERY - STREET,O,,614.0,NORTHWESTERN,Central Park Heights,-76.66771,39.34121,"(39.3412100000, -76.6677100000)",STREET,1,2012-08-31
08/31/2012,17:40:00,6D,3000 ROSALIND AVE,LARCENY FROM AUTO,O,,532.0,NORTHERN,Cylburn,-76.66598,39.34585,"(39.3458500000, -76.6659800000)",STREET,1,2012-08-31
08/31/2012,17:25:00,4E,3800 BOARMAN AV,COMMON ASSAULT,I,HANDS,642.0,NORTHWESTERN,Callaway-Garrison,-76.67905,39.33445,"(39.3344500000, -76.6790500000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,17:25:00,4E,3800 BOARMAN AV,COMMON ASSAULT,I,HANDS,642.0,NORTHWESTERN,Callaway-Garrison,-76.67905,39.33445,"(39.3344500000, -76.6790500000)",ROW/TOWNHO,1,2012-08-31
08/31/2012,17:18:00,4E,3800 6TH ST,COMMON ASSAULT,O,HANDS,913.0,SOUTHERN,Brooklyn,-76.60349000000001,39.23409,"(39.2340900000, -76.6034900000)",STREET,1,2012-08-31
08/31/2012,17:18:00,3LO,1200 W PRATT ST,ROBBERY - COMMERCIAL,I,OTHER,932.0,SOUTHERN,Washington Village/Pigtow,-76.63747,39.28557,"(39.2855700000, -76.6374700000)",BANK/FINAN,1,2012-08-31
08/31/2012,17:18:00,4E,3800 6TH ST,COMMON ASSAULT,O,HANDS,913.0,SOUTHERN,Brooklyn,-76.60349000000001,39.23409,"(39.2340900000, -76.6034900000)",STREET,1,2012-08-31
