date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
06/30/2017,23:30:00,4D,2900 CARVER RD,AGG. ASSAULT,O,HANDS,922.0,SOUTHERN,Cherry Hill,-76.62519,39.24661,"(39.2466100000, -76.6251900000)",STREET,1,2017-06-30
06/30/2017,23:30:00,4D,2900 CARVER RD,AGG. ASSAULT,O,HANDS,922.0,SOUTHERN,Cherry Hill,-76.62519,39.24661,"(39.2466100000, -76.6251900000)",STREET,1,2017-06-30
06/30/2017,23:20:00,3AF,900 LENTON AVE,ROBBERY - STREET,O,FIREARM,523.0,NORTHERN,Chinquapin Park,-76.6013,39.36383,"(39.3638300000, -76.6013000000)",STREET,1,2017-06-30
06/30/2017,23:20:00,6D,7000 HAMLET AVE,LARCENY FROM AUTO,,,423.0,NORTHEASTERN,Hamilton Hills,-76.55873000000001,39.36954,"(39.3695400000, -76.5587300000)",,1,2017-06-30
06/30/2017,23:15:00,6E,200 W NORTH AVE,LARCENY,O,,514.0,NORTHERN,Charles North,-76.6194,39.31111,"(39.3111100000, -76.6194000000)",STREET,1,2017-06-30
06/30/2017,23:08:00,4E,2400 FRANCIS ST,COMMON ASSAULT,,HANDS,733.0,WESTERN,Penn North,-76.64079,39.3117,"(39.3117000000, -76.6407900000)",,1,2017-06-30
06/30/2017,23:00:00,4E,3400 ALTO RD,COMMON ASSAULT,I,HANDS,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67520999999999,39.31726,"(39.3172600000, -76.6752100000)",APT/CONDO,1,2017-06-30
06/30/2017,23:00:00,3B,3600 ASH ST,ROBBERY - STREET,O,,531.0,NORTHERN,Hampden,-76.6402,39.33015,"(39.3301500000, -76.6402000000)",STREET,1,2017-06-30
06/30/2017,23:00:00,6D,REDWOOD ST & S CHARLES ST,LARCENY FROM AUTO,I,,111.0,CENTRAL,Downtown,-76.61509000000001,39.2888,"(39.2888000000, -76.6150900000)",PARKING LO,1,2017-06-30
06/30/2017,23:00:00,3B,800 CATHEDRAL ST,ROBBERY - STREET,O,,142.0,CENTRAL,Mount Vernon,-76.61713,39.29869,"(39.2986900000, -76.6171300000)",STREET,1,2017-06-30
06/30/2017,23:00:00,7A,3900 EDGEWOOD RD,AUTO THEFT,O,,643.0,NORTHWESTERN,East Arlington,-76.66986999999999,39.33141,"(39.3314100000, -76.6698700000)",STREET,1,2017-06-30
06/30/2017,22:20:00,9S,200 N BOND ST,SHOOTING,Outside,FIREARM,212.0,SOUTHEASTERN,Dunbar-Broadway,-76.59595,39.29371,"(39.2937100000, -76.5959500000)",Street,1,2017-06-30
06/30/2017,22:47:00,3AF,GAY ST & N MONTFORD AV,ROBBERY - STREET,O,FIREARM,331.0,EASTERN,Broadway East,-76.58457,39.31215,"(39.3121500000, -76.5845700000)",STREET,1,2017-06-30
06/30/2017,22:30:00,4E,5500 Bowleys Ln,COMMON ASSAULT,I,HANDS,443.0,NORTHEASTERN,Frankford,-76.5516,39.318909999999995,"(39.3189100000, -76.5516000000)",APT/CONDO,1,2017-06-30
06/30/2017,22:30:00,7A,900 N CARROLLTON AVE,AUTO THEFT,O,,743.0,WESTERN,Sandtown-Winchester,-76.63734000000001,39.299170000000004,"(39.2991700000, -76.6373400000)",STREET,1,2017-06-30
06/30/2017,22:30:00,4C,5500 Bowleys Ln,AGG. ASSAULT,I,OTHER,443.0,NORTHEASTERN,Frankford,-76.5516,39.318909999999995,"(39.3189100000, -76.5516000000)",APT/CONDO,1,2017-06-30
06/30/2017,22:30:00,6E,900 OLDHAM ST,LARCENY,,,242.0,SOUTHEASTERN,Greektown,-76.55555,39.28283,"(39.2828300000, -76.5555500000)",,1,2017-06-30
06/30/2017,22:30:00,6A,600 FALLSWAY,LARCENY,I,,312.0,EASTERN,Penn-Fallsway,-76.61031,39.29719,"(39.2971900000, -76.6103100000)",OTHER - IN,1,2017-06-30
06/30/2017,22:15:00,4A,1800 ORLEANS ST,AGG. ASSAULT,O,FIREARM,321.0,EASTERN,Dunbar-Broadway,-76.59129,39.29529,"(39.2952900000, -76.5912900000)",STREET,1,2017-06-30
06/30/2017,22:00:00,6E,3300 RUECKERT AVE,LARCENY,O,,426.0,NORTHEASTERN,Waltherson,-76.56123000000001,39.34594,"(39.3459400000, -76.5612300000)",STREET,1,2017-06-30
06/30/2017,22:00:00,7A,600 QUEENSGATE RD,AUTO THEFT,O,,833.0,SOUTHWESTERN,Beechfield,-76.69866,39.27435,"(39.2743500000, -76.6986600000)",STREET,1,2017-06-30
06/30/2017,22:00:00,7A,1400 MCHENRY ST,AUTO THEFT,O,,935.0,SOUTHERN,New Southwest/Mount Clare,-76.63982,39.28447,"(39.2844700000, -76.6398200000)",STREET,1,2017-06-30
06/30/2017,22:00:00,4E,5700 BEECHDALE AVE,COMMON ASSAULT,I,HANDS,415.0,NORTHEASTERN,Loch Raven,-76.58054,39.35787,"(39.3578700000, -76.5805400000)",APT/CONDO,1,2017-06-30
06/30/2017,22:00:00,7A,1900 ARGONNE DR,AUTO THEFT,O,,421.0,NORTHEASTERN,Morgan State University,-76.5815,39.34041,"(39.3404100000, -76.5815000000)",PARKING LO,1,2017-06-30
06/30/2017,21:54:00,5E,4200 AMOS AVE,BURGLARY,I,,631.0,NORTHWESTERN,Reisterstown Station,-76.70049,39.35222,"(39.3522200000, -76.7004900000)",RETAIL/SMA,1,2017-06-30
06/30/2017,21:45:00,4E,1300 STONEWOOD RD,COMMON ASSAULT,O,HANDS,413.0,NORTHEASTERN,New Northwood,-76.59608,39.34894,"(39.3489400000, -76.5960800000)",STREET,1,2017-06-30
06/30/2017,21:45:00,6J,2800 GIBBONS AVE,LARCENY,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.56447,39.35308,"(39.3530800000, -76.5644700000)",YARD,1,2017-06-30
06/30/2017,21:34:00,3AF,800 WILLIAM ST,ROBBERY - STREET,O,FIREARM,942.0,SOUTHERN,Federal Hill,-76.61125,39.27993,"(39.2799300000, -76.6112500000)",STREET,1,2017-06-30
06/30/2017,21:34:00,3AF,800 WILLIAM ST,ROBBERY - STREET,O,FIREARM,942.0,SOUTHERN,Federal Hill,-76.61125,39.27993,"(39.2799300000, -76.6112500000)",STREET,1,2017-06-30
06/30/2017,21:15:00,4C,2200 HENNEMAN AVE,AGG. ASSAULT,I,OTHER,322.0,EASTERN,Middle East,-76.58666,39.3041,"(39.3041000000, -76.5866600000)",ROW/TOWNHO,1,2017-06-30
06/30/2017,21:05:00,3F,1000 W NORTH AVE,ROBBERY - COMMERCIAL,O,,132.0,CENTRAL,Madison Park,-76.63421,39.31028,"(39.3102800000, -76.6342100000)",GAS STATIO,1,2017-06-30
06/30/2017,21:00:00,6G,600 WASHBURN AVE,LARCENY,I,,913.0,SOUTHERN,Brooklyn,-76.6027,39.23405,"(39.2340500000, -76.6027000000)",ROW/TOWNHO,1,2017-06-30
06/30/2017,20:34:00,6C,600 E PRATT ST,LARCENY,I,,112.0,CENTRAL,Inner Harbor,-76.60774,39.28676,"(39.2867600000, -76.6077400000)",CLOTHING/S,1,2017-06-30
06/30/2017,20:30:00,5C,500 S BENTALOU ST,BURGLARY,I,,841.0,SOUTHWESTERN,Carrollton Ridge,-76.65235,39.28116,"(39.2811600000, -76.6523500000)",ROW/TOWNHO,1,2017-06-30
06/30/2017,20:07:00,6C,1000 E LOMBARD ST,LARCENY,I,,211.0,SOUTHEASTERN,Jonestown,-76.6022,39.28922,"(39.2892200000, -76.6022000000)",OTHER - IN,1,2017-06-30
06/30/2017,20:00:00,5A,3000 MATHEWS ST,BURGLARY,I,,513.0,NORTHERN,Better Waverly,-76.60709,39.324729999999995,"(39.3247300000, -76.6070900000)",ROW/TOWNHO,1,2017-06-30
06/30/2017,20:00:00,4C,400 E NORTH AVE,AGG. ASSAULT,O,OTHER,341.0,EASTERN,Barclay,-76.61083,39.31143,"(39.3114300000, -76.6108300000)",STREET,1,2017-06-30
06/30/2017,20:00:00,7C,700 NEWINGTON AVE,AUTO THEFT,O,,133.0,CENTRAL,Reservoir Hill,-76.62996,39.313629999999996,"(39.3136300000, -76.6299600000)",STREET,1,2017-06-30
06/30/2017,19:30:00,7A,1400 BROENING HWY,AUTO THEFT,O,,233.0,SOUTHEASTERN,Medford,-76.54375,39.27768,"(39.2776800000, -76.5437500000)",PARKING LO,1,2017-06-30
06/30/2017,19:00:00,6G,3600 BOSTON ST,LARCENY,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.56622,39.27724,"(39.2772400000, -76.5662200000)",RESTAURANT,1,2017-06-30
06/30/2017,19:00:00,3AJF,300 N GRANTLEY ST,ROBBERY - CARJACKING,,FIREARM,843.0,SOUTHWESTERN,Allendale,-76.67685,39.29121,"(39.2912100000, -76.6768500000)",,1,2017-06-30
06/30/2017,19:00:00,7A,0 N EAST AVE,AUTO THEFT,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57235,39.29272,"(39.2927200000, -76.5723500000)",PARKING LO,1,2017-06-30
06/30/2017,19:00:00,4F,0 LIGHT ST,ASSAULT BY THREAT,O,,111.0,CENTRAL,Downtown,-76.61372,39.28843,"(39.2884300000, -76.6137200000)",STREET,1,2017-06-30
06/30/2017,19:00:00,7A,3100 HAWKINS POINT RD,AUTO THEFT,,,911.0,SOUTHERN,Hawkins Point,-76.5583,39.202729999999995,"(39.2027300000, -76.5583000000)",,1,2017-06-30
06/30/2017,19:00:00,6D,2700 TALBOT RD,LARCENY FROM AUTO,I,,641.0,NORTHWESTERN,Windsor Hills,-76.69077,39.31694,"(39.3169400000, -76.6907700000)",ROW/TOWNHO,1,2017-06-30
06/30/2017,19:00:00,5A,400 KENNETH SQ,BURGLARY,I,,522.0,NORTHERN,Lake Evesham,-76.61083,39.36627,"(39.3662700000, -76.6108300000)",ROW/TOWNHO,1,2017-06-30
06/30/2017,19:00:00,6E,4700 POST RD,LARCENY,O,,621.0,NORTHWESTERN,West Arlington,-76.6971,39.33996,"(39.3399600000, -76.6971000000)",STREET,1,2017-06-30
06/30/2017,19:00:00,6E,4900 CORDELIA AVE,LARCENY,O,,613.0,NORTHWESTERN,Langston Hughes,-76.67912,39.34343,"(39.3434300000, -76.6791200000)",STREET,1,2017-06-30
06/30/2017,19:00:00,6E,3500 WABASH AVE,LARCENY,O,,643.0,NORTHWESTERN,Ashburton,-76.66555,39.3247,"(39.3247000000, -76.6655500000)",STREET,1,2017-06-30
06/30/2017,18:30:00,6C,3300 GREENMOUNT AVE,LARCENY,I,,512.0,NORTHERN,Oakenshawe,-76.60947,39.32889,"(39.3288900000, -76.6094700000)",SPECIALTY,1,2017-06-30
