date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
03/31/2017,23:40:00,6C,1000 W 41ST ST,LARCENY,I,,541.0,NORTHERN,Hoes Heights,-76.63474000000001,39.337559999999996,"(39.3375600000, -76.6347400000)",GROCERY/CO,1,2017-03-31
03/31/2017,23:38:00,4E,2400 N CHARLES ST,COMMON ASSAULT,O,HANDS,514.0,NORTHERN,Old Goucher,-76.617,39.3174,"(39.3174000000, -76.6170000000)",STREET,1,2017-03-31
03/31/2017,23:30:00,6E,1800 N MONROE ST,LARCENY,O,,742.0,WESTERN,Sandtown-Winchester,-76.64806999999999,39.30888,"(39.3088800000, -76.6480700000)",STREET,1,2017-03-31
03/31/2017,23:11:00,3AF,3300 PRESSTMAN ST,ROBBERY - STREET,O,FIREARM,813.0,SOUTHWESTERN,Rosemont,-76.67222,39.30437,"(39.3043700000, -76.6722200000)",ALLEY,1,2017-03-31
03/31/2017,23:00:00,6E,4200 KELWAY RD,LARCENY,,,413.0,NORTHEASTERN,Original Northwood,-76.59466,39.34132,"(39.3413200000, -76.5946600000)",,1,2017-03-31
03/31/2017,22:45:00,4E,4200 PRIMROSE AVE,COMMON ASSAULT,I,HANDS,631.0,NORTHWESTERN,Reisterstown Station,-76.69573000000001,39.34977,"(39.3497700000, -76.6957300000)",HOTEL/MOTE,1,2017-03-31
03/31/2017,22:30:00,6D,700 W CHERRY BLOSSOM WAY,LARCENY FROM AUTO,O,,122.0,CENTRAL,Poppleton,-76.62941,39.293079999999996,"(39.2930800000, -76.6294100000)",STREET,1,2017-03-31
03/31/2017,22:10:00,4D,3100 ELMORA AVE,AGG. ASSAULT,O,HANDS,434.0,NORTHEASTERN,Four By Four,-76.57984,39.3159,"(39.3159000000, -76.5798400000)",STREET,1,2017-03-31
03/31/2017,22:00:00,6E,900 W FAYETTE ST,LARCENY,O,,712.0,WESTERN,Poppleton,-76.63265,39.289970000000004,"(39.2899700000, -76.6326500000)",STREET,1,2017-03-31
03/31/2017,22:00:00,6D,400 W MONUMENT ST,LARCENY FROM AUTO,O,,143.0,CENTRAL,Seton Hill,-76.62182,39.297470000000004,"(39.2974700000, -76.6218200000)",STREET,1,2017-03-31
03/31/2017,22:00:00,4E,200 DOUGLAS CT,COMMON ASSAULT,I,HANDS,212.0,SOUTHEASTERN,Dunbar-Broadway,-76.59701,39.293929999999996,"(39.2939300000, -76.5970100000)",ROW/TOWNHO,1,2017-03-31
03/31/2017,22:00:00,4E,4900 GUNTHER AVE,COMMON ASSAULT,I,HANDS,443.0,NORTHEASTERN,Frankford,-76.55074,39.32629,"(39.3262900000, -76.5507400000)",APT/CONDO,1,2017-03-31
03/31/2017,22:00:00,4E,4700 HAZELWOOD AVE,COMMON ASSAULT,O,HANDS,444.0,NORTHEASTERN,Frankford,-76.53353,39.34173,"(39.3417300000, -76.5335300000)",STREET,1,2017-03-31
03/31/2017,21:37:00,9S,300 EDGEWOOD ST,SHOOTING,Outside,FIREARM,843.0,SOUTHWESTERN,Allendale,-76.67544000000001,39.29144,"(39.2914400000, -76.6754400000)",Alley,1,2017-03-31
03/31/2017,21:37:00,9S,300 EDGEWOOD ST,SHOOTING,Outside,FIREARM,843.0,SOUTHWESTERN,Allendale,-76.67544000000001,39.29144,"(39.2914400000, -76.6754400000)",Alley,1,2017-03-31
03/31/2017,21:40:00,6C,2000 GWYNNS FALLS PKWY,LARCENY,I,,731.0,WESTERN,Mondawmin,-76.65236,39.31581,"(39.3158100000, -76.6523600000)",GROCERY/CO,1,2017-03-31
03/31/2017,21:38:00,4A,400 FONTHILL AVE,AGG. ASSAULT,O,FIREARM,832.0,SOUTHWESTERN,Gwynns Falls,-76.66349,39.27871,"(39.2787100000, -76.6634900000)",ALLEY,1,2017-03-31
03/31/2017,21:38:00,4A,400 FONTHILL AVE,AGG. ASSAULT,O,FIREARM,832.0,SOUTHWESTERN,Gwynns Falls,-76.66349,39.27871,"(39.2787100000, -76.6634900000)",ALLEY,1,2017-03-31
